appid,name,publisher_main,Selected_Genre,game_revenue,publisher_revenue,peak_players
3168260,Blackthorn Arena: Reforged,Light Up Games,Strategy,$603.1k ($344.4k - $861.8k),$1.9m,1762.0
2085000,SaGa Emerald Beyond ,Square Enix,Strategy,$580.2k ($433.7k - $726.6k),$1b,1689.0
2179850,Cobalt Core,Brace Yourself Games,Strategy,$2.1m ($1.5m - $2.7m),$17m,1649.0
247020,"Cook, Serve, Delicious!",Vertigo Gaming Inc.,Strategy,$1.3m ($714k - $1.9m),$3.7m,1538.0
257730,Infinity Wars: Animated Trading Card Game,Lightmare Studios,Strategy,0,$0 ,1604.0
567210,Bunnyrama,Starwind Games,Strategy,$12.3k ($2.4k - $22.3k),$36.2k,1461.0
2338140,Dokapon Kingdom: Connect,Idea Factory International,Strategy,$2.3m ($1.4m - $3.3m),$37.9m,1439.0
341000,Mad Games Tycoon,Eggcode,Strategy,$1.8m ($1.4m - $2.3m),$7m,1423.0
3183310,Forgotten Journey,FJ-Studio,Strategy,$2.8k ($1.4k - $4.2k),$2.8k,1402.0
544870,Blood Ties,Warfare Studios,Strategy,$3.3k ($666 - $5.9k),$65.7k,1327.0
814370,Monster Sanctuary,Team17,Strategy,$5.7m ($3.7m - $7.6m),$491.6m,1376.0
484950,恶魔迷宫 | Evil Maze,ZOV GAME STUDIO,Strategy,$79.1k ($48.1k - $110.1k),$220.3k,1284.0
911430,Good Company,Chasing Carrots,Strategy,$2.1m ($1.3m - $2.9m),$8.1m,1222.0
1150640,Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,KONAMI,Strategy,$6.2m ($4.1m - $8.3m),$639.8m,1219.0
512250,Oh...Sir!! The Insult Simulator,Good Shepherd Entertainment,Strategy,$480.6k ($307.5k - $653.6k),$91m,1181.0
1863750,挂机神话,摸鱼猫工作室,Strategy,$61.7k ($40.6k - $82.7k),$67.9k,1139.0
1618380,Spellmasons,Octavia Blue,Strategy,$589.9k ($380.3k - $799.5k),$588.3k,1160.0
2257010,Creeper World IXE,Knuckle Cracker,Strategy,$482.8k ($324.6k - $641k),$9.1m,1106.0
1570070,Beholder 3,Alawar,Strategy,$718.3k ($427.8k - $1m),$13.3m,1020.0
968250,King of Retail,Iceberg Interactive,Strategy,$1.9m ($1.3m - $2.5m),$34.2m,1079.0
329130,Reassembly,Indie Voyage,Strategy,$1.9m ($1.4m - $2.5m),$2.1m,998.0
350110,TransOcean 2: Rivals,astragon Entertainment,Strategy,$604.5k ($362.8k - $846.3k),$103.7m,966.0
24810,Command & Conquer 3: Kane’s Wrath,Electronic Arts,Strategy,$6.2m ($2.9m - $9.5m),$4.5b,952.0
353640,Train Valley,Flazm,Strategy,$684.2k ($424.2k - $944.2k),$1.5m,958.0
305260,Battle Islands,505 Games,Strategy,0,$293.6m,945.0
310510,Deathtrap,NeocoreGames,Strategy,$1.1m ($743.6k - $1.5m),$38.8m,921.0
312720,Khet 2.0,BlueLine Games,Strategy,$30.1k ($15.7k - $44.4k),$135.2k,902.0
3132860,天月麻雀 (Amatsuki Mahjong),Cyber Alice Limited,Strategy,$239.9k ($141k - $338.9k),$239.9k,893.0
1471270,Seablip,Vibedy,Strategy,$813.1k ($550.1k - $1m),$813k,855.0
1358710,Battle Cry of Freedom,Flying Squirrel Entertainment,Strategy,$275.2k ($130.2k - $420.3k),$275.4k,853.0
2674590,Beltmatic,Notional Games,Strategy,$770.6k ($470.3k - $1m),$785.7k,852.0
732690,FIVE NIGHTS AT FREDDY'S: HELP WANTED,ScottGames,Strategy,$10.4m ($7.3m - $13.5m),$44.7m,844.0
2603020,Citadelum,Abylight Studios,Strategy,$682.7k ($478.3k - $887k),$2.3m,831.0
486860,MMORPG Tycoon 2,VectorStorm Pty Ltd,Strategy,$3.6m ($2.5m - $4.8m),$3.6m,792.0
513560,Hunger Dungeon,No Stuck Game Studio,Strategy,$2.2k ($1.2k - $3.2k),$512.2k,745.0
1275350,Ninja Kiwi Archive,Ninja Kiwi,Strategy,$23.5k ($11.3k - $35.7k),$64.7m,738.0
2182630,Mob Factory,LiterallyEveryone Games,Strategy,$414.6k ($272.1k - $557.1k),$414.4k,707.0
762650,Depraved,Evil Bite,Strategy,$987.6k ($578.8k - $1.3m),$987.4k,700.0
542480,Therian Saga,Virtys,Strategy,$14.9k ($9.6k - $20.2k),$101.9k,645.0
278530,3 Stars of Destiny,KOMODO,Strategy,$88.3k ($17.6k - $159k),$17.2m,461.0
322450,FRAMED Collection,Fellow Traveller,Strategy,$301.7k ($179.7k - $423.7k),$16.8m,448.0
265890,Hexcells,Matthew Brown,Strategy,$309.6k ($221.9k - $397.2k),$867.1k,377.0
312790,Agarest: Generations of War 2,Ghostlight LTD,Strategy,$175.9k ($108.7k - $243k),$3.5m,371.0
823550,Booty Calls,Nutaku Publishing,Strategy,0,$34.7m,357.0
2094910,Pile Up!,Catoptric Games,Strategy,$353.5k ($235.7k - $471.3k),$1.2m,354.0
1240630,Hex of Steel,War Frogs Studio,Strategy,$248.9k ($163k - $334.8k),$248.4k,343.0
294160,Galcon 2: Galactic Conquest,"Hassey Enterprises, Inc.",Strategy,$2.1k ($1.3k - $2.9k),$228.9k,324.0
6800,Commandos: Behind Enemy Lines,Kalypso Media Digital,Strategy,$698.1k ($395.1k - $1m),$47.6m,279.0
201210,Pox Nora,Desert Owl Games LLC,Strategy,$13.7k ($7.4k - $20.1k),$14.8k,275.0
1578220,Mister Furry: Hot Muscles,Red Six Publishing,Strategy,$32.9k ($21.3k - $44.5k),$185.6k,273.0
29180,Osmos,Hemisphere Games,Strategy,$715.8k ($337.9k - $1m),$715.9k,268.0
1373090,"Yes, Your Grace 2: Snowfall",Brave At Night,Strategy,$691.8k ($465.3k - $918.3k),$1.1m,266.0
1516750,Alien Marauder,Vexan Studio,Strategy,$145.6k ($84.9k - $206.4k),$145.6k,262.0
45100,Secret of the Magic Crystals,Artery Games,Strategy,$242.5k ($118.8k - $366.2k),$244k,256.0
3170,King's Bounty: Armored Princess,Fulqrum Publishing,Strategy,$159.8k ($86.1k - $233.4k),$51.6m,238.0
463980,Solitairica,Righteous Hammer Games,Strategy,$97.4k ($65.2k - $129.5k),$114.9k,226.0
1516080,That Time I Got Reincarnated as an Orc,OTAKU Plan,Strategy,$116.8k ($67.5k - $166.1k),$8.4m,223.0
409870,Phantom Brave PC,"NIS America, Inc.",Strategy,$353.9k ($216.6k - $491.2k),$48m,219.0
1896390,Stickman Trenches,Big Play Games,Strategy,$273.1k ($170.4k - $375.8k),$394.3k,193.0
3139620,Frontline Crisis,Gamersky Games,Strategy,$82.8k ($53.2k - $112.4k),$60.7m,184.0
568090,Tattletail,"Little Flag Software, LLC",Strategy,$519.7k ($337.4k - $701.9k),$519.9k,143.0
25980,Majesty 2,Paradox Interactive,Strategy,$215k ($124.1k - $305.8k),$1.1b,142.0
3107590,スペルトナエル,おまど,Strategy,$9.6k ($5.9k - $13.2k),$9.5k,136.0
863500,All Quiet in the Trenches,Totally Not Aliens,Strategy,$440.6k ($293.9k - $587.2k),$440.7k,131.0
4890,Cossacks II: Battle for Europe,GSC World Publishing,Strategy,$90.2k ($49.8k - $130.7k),$1.2m,132.0
1041710,Sim Empire,TKG Inc.,Strategy,$46.4k ($22.7k - $70.1k),$46.4k,130.0
232090,Killing Floor 2,Tripwire Interactive,Survival,$92.1m ($62.9m - $121.4m),$237.9m,69246.0
648800,Raft,Axolot Games,Survival,$233.9m ($164.7m - $303.2m),$276.7m,100474.0
2622380,ELDEN RING NIGHTREIGN,"FromSoftware, Inc.",Survival,$120.7m ($77.8m - $163.6m),$1.3b,240640.0
368230,Kingdom: Classic,Raw Fury,Survival,0,$99.5m,63740.0
1149460,ICARUS,RocketWerkz,Survival,$42.6m ($30.6m - $54.6m),$49.8m,52305.0
617290,Remnant: From the Ashes,Arc Games,Survival,$64.6m ($45.1m - $84.2m),$330.6m,48194.0
1943950,Escape the Backrooms,Secret Mode,Survival,$44.4m ($30.1m - $58.7m),$74.5m,48097.0
1304930,The Outlast Trials,Red Barrels,Survival,$78.3m ($52.3m - $104.4m),$137.7m,36332.0
1527950,Wartales,Shiro Games,Survival,$30.8m ($21.7m - $39.8m),$90.7m,35769.0
952060,Resident Evil 3,"CAPCOM Co., Ltd.",Survival,$37.2m ($23.9m - $50.6m),$1.8b,32635.0
823130,Totally Accurate Battlegrounds,Landfall,Survival,$526.9k ($328.8k - $725k),$200.8m,29438.0
323190,Frostpunk,11 bit studios,Survival,$74.3m ($50.3m - $98.3m),$176.2m,29195.0
701160,Kingdom Two Crowns,Raw Fury,Survival,$7.3m ($3.8m - $10.7m),$99.5m,26314.0
389430,Knight Online,NTTGame,Survival,$18.1m ($8.7m - $27.5m),$18.1m,24542.0
644930,They Are Billions,Numantian Games,Survival,$44.5m ($32.6m - $56.4m),$44.9m,22295.0
955900,Amazing Cultivation Simulator,GSQ Games,Survival,$15.6m ($10.9m - $20.3m),$15.6m,18169.0
1433140,The Texas Chain Saw Massacre,Gun Interactive,Survival,$12.3m ($8.1m - $16.6m),$13.2m,17141.0
747660,Five Nights at Freddy's: Security Breach,ScottGames,Survival,$25.4m ($15.3m - $35.5m),$44.7m,17031.0
219740,Don't Starve,Klei Entertainment,Survival,$31.3m ($19m - $43.5m),$371.3m,16556.0
1812450,Bellwright,Donkey Crew,Survival,$14.9m ($10.6m - $19.2m),$25.5m,15186.0
305620,The Long Dark,Hinterland Studio Inc.,Survival,$52.8m ($37.4m - $68.1m),$52.6m,14411.0
529180,Dark and Light,Snail Games USA,Survival,$8.4m ($5.8m - $11m),$609.6m,14029.0
1475810,Ghostwire: Tokyo,Bethesda Softworks,Survival,$22.9m ($14.6m - $31.1m),$2.1b,14082.0
233860,Kenshi,Lo-Fi Games,Survival,$54.7m ($37.9m - $71.5m),$54.7m,11572.0
704270,Generation Zero,Avalanche Studios,Survival,$23m ($14.6m - $31.4m),$115.2m,11386.0
214490,Alien: Isolation,SEGA,Survival,$40.5m ($25.1m - $55.9m),$1.6b,10761.0
589360,Ni no Kuni II: Revenant Kingdom,BANDAI NAMCO Entertainment,Survival,$16.8m ($11.6m - $22m),$478.1m,10708.0
454120,Starbase,Frozenbyte,Survival,$2.4m ($1.3m - $3.5m),$30.2m,9896.0
744900,Dead Frontier 2,Creaky Corpse Ltd,Survival,$8.9m ($6m - $11.8m),$9.2m,10009.0
1016920,Unrailed!,Daedalic Entertainment,Survival,$18.9m ($10.6m - $27.2m),$159.9m,9651.0
784150,Workers & Resources: Soviet Republic,Hooded Horse,Survival,$16.9m ($12m - $21.7m),$205m,8221.0
394510,HELLDIVERS Dive Harder Edition,PlayStation Publishing LLC,Survival,$18.9m ($12.5m - $25.3m),$1.3b,6691.0
801800,Atomfall,Rebellion,Survival,$5.9m ($4.3m - $7.4m),$225m,6072.0
1272320,Diplomacy is Not an Option,Door 407,Survival,$13.2m ($8.7m - $17.7m),$13.3m,5939.0
1121640,The Wandering Village,Stray Fawn Publishing,Survival,$8.5m ($5.3m - $11.8m),$20.1m,5711.0
335240,Transformice,Atelier 801,Survival,$7m ($4.9m - $9.1m),$7m,5542.0
859570,Secret Neighbor: Hello Neighbor Multiplayer,tinyBuild,Survival,$8.6m ($5.9m - $11.3m),$179.6m,5049.0
2141730,Backrooms: Escape Together,Triiodide Studios,Survival,$11.3m ($6.7m - $16m),$11.3m,4920.0
569480,Kingdoms and Castles,"Lion Shield, LLC",Survival,$13.1m ($9.2m - $16.9m),$13.1m,4836.0
1850740,Ghost Watchers,Renderise,Survival,$9m ($6m - $12.1m),$9.5m,4666.0
939850,The Dark Pictures Anthology: Man of Medan,BANDAI NAMCO Entertainment Europe,Survival,$13.3m ($8.5m - $18m),$29.9m,4518.0
91600,Sanctum,Coffee Stain Publishing,Survival,$365.2k ($171.2k - $559.2k),$592.7m,4467.0
866800,The Walking Dead: The Final Season,Skybound Games,Survival,$3.8m ($2.2m - $5.3m),$81.1m,4101.0
1270580,Mind Over Magic,Klei Publishing,Survival,$4.8m ($3.3m - $6.4m),$8.6m,4096.0
760060,Mutant Year Zero: Road to Eden,Funcom,Survival,$11.2m ($8m - $14.4m),$198.2m,4013.0
667890,Dead Maze,Atelier 801,Survival,$15.7k ($11.7k - $19.6k),$7m,3819.0
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,GSC Game World,Survival,$28.3m ($18.2m - $38.3m),$20.3m,3719.0
287290,Resident Evil Revelations 2,"CAPCOM Co., Ltd.",Survival,$2.9m ($1.9m - $3.9m),$1.8b,3659.0
2344320,Legacy: Steel & Sorcery,Notorious Studios,Survival,$2.5m ($1.6m - $3.3m),$2.5m,3642.0
1732190,FATAL FRAME / PROJECT ZERO: Maiden of Black Water,"KOEI TECMO GAMES CO., LTD.",Survival,$3.1m ($1.9m - $4.3m),$424.5m,3474.0
513720,Archipelago,Conglomerate 5,Survival,$2.8k ($1.9k - $3.8k),$2.5m,3419.0
1072420,DRAGON QUEST BUILDERS 2,Square Enix,Survival,$11.3m ($7.6m - $15.1m),$1b,3348.0
1088090,Day of Dragons,Beawesome Games,Survival,$3.6m ($2.3m - $4.9m),$3.7m,3183.0
967050,Pacify,Hitchcock Games,Survival,$12.7m ($7.5m - $17.8m),$13.3m,3086.0
586790,Hold your houses,Conglomerate 5,Survival,$2.9k ($583 - $5.2k),$2.5m,2979.0
991780,Notes of Soul,（Hong Kong）GKD Game Studio,Survival,$7.4m ($4.7m - $10.1m),$7.4m,2968.0
2064870,Deceit 2,World Makers,Survival,$1.1m ($707k - $1.6m),$1.1m,2911.0
333640,Caves of Qud,Kitfox Games,Survival,$6.9m ($5.1m - $8.7m),$39m,2853.0
536270,Ancestors: The Humankind Odyssey,Private Division,Survival,$10.1m ($6.7m - $13.4m),$141.3m,2841.0
1101190,Dungeon Defenders: Awakened,Chromatic Games,Survival,$5.1m ($3.5m - $6.7m),$43.2m,2839.0
951440,Volcanoids,Volcanoid,Survival,$10.8m ($6.9m - $14.6m),$10.7m,2750.0
2311190,Garten of Banban 3,Euphoric Brothers,Survival,$234.2k ($139.6k - $328.7k),$3.1m,2651.0
596970,Sunless Skies: Sovereign Edition,Failbetter Games,Survival,$1.7m ($1.1m - $2.2m),$8m,2285.0
555220,Detention,RedCandleGames,Survival,$3.2m ($2.2m - $4.2m),$18.7m,2325.0
1534980,Terminus: Zombie Survivors,Longplay Studios,Survival,$1.4m ($1m - $1.8m),$1.4m,2187.0
222480,Resident Evil Revelations,Capcom,Survival,$11m ($7.2m - $14.9m),$248m,2083.0
1289380,Sheltered 2,Team17,Survival,$435.6k ($298.4k - $572.8k),$491.6m,2141.0
812040,Shortest Trip to Earth,Interactive Fate,Survival,$966.5k ($620.5k - $1.3m),$1m,1780.0
1956040,Kingdom Eighties,Raw Fury,Survival,$916.1k ($709.1k - $1.1m),$99.5m,1712.0
1579380,Shadow Tactics: Aiko's Choice,Daedalic Entertainment,Survival,$1.6m ($953.1k - $2.2m),$159.9m,1656.0
564210,Fishermurs,Valkyrie Initiative,Survival,$2.7k ($1.4k - $4k),$2.8m,1571.0
678800,SAS: Zombie Assault 4,Ninja Kiwi,Survival,$3m ($2.2m - $3.8m),$64.7m,1497.0
1570330,West Hunt,Wandering Wizard,Survival,$1.9m ($910.6k - $2.9m),$4.4m,1491.0
509980,BIGFOOT,CyberLight Game Studio,Survival,$13.9m ($10.4m - $17.5m),$13.9m,1460.0
1108370,Ratropolis,Cassel Games,Survival,$2.7m ($1.8m - $3.6m),$5.7m,1428.0
47400,Stronghold 3 Gold,Firefly Studios,Survival,$2.8m ($835.4k - $4.7m),$45.4m,1403.0
2328750,My Little Universe,SayGames,Survival,$1.2m ($796.2k - $1.7m),$1.2m,1399.0
916840,The Walking Dead: Saints & Sinners,Skydance Interactive,Survival,$19.6m ($12.6m - $26.6m),$21.2m,1366.0
2963880,Murky Divers,Embers,Survival,$2.9m ($1.7m - $4.1m),$3.1m,1338.0
383840,Nimbatus - The Space Drone Constructor,Stray Fawn Publishing,Survival,$1.8m ($1.1m - $2.6m),$20.1m,1310.0
555920,Dark Egypt,GDNomaD,Survival,$2.7k ($552 - $4.9k),$95k,1287.0
257170,Rebuild 3: Gangs of Deadsville,Northway Games,Survival,$1.3m ($889.5k - $1.7m),$1.8m,1181.0
860020,EXFIL,MicroProse Software,Survival,$460.9k ($228k - $693.7k),$43.7m,1134.0
2233120,A Quiet Place: The Road Ahead,Saber Interactive,Survival,$1.7m ($1.2m - $2.2m),$3.1m,1066.0
314970,Age of Conquest IV,Noble Master LLC,Survival,$8.2k ($5.5k - $10.8k),$17.6k,954.0
726110,Overcrowd: A Commute 'Em Up,SquarePlay Games,Survival,$882.2k ($561.8k - $1.2m),$882.1k,802.0
757320,Atomicrops,Raw Fury,Survival,$1.6m ($1m - $2.3m),$99.5m,767.0
2061440,Oxygen: First Breath,GrabTheGames,Survival,0,$13.7m,746.0
434570,Blood and Bacon,Grunge Games LTD,Survival,$1m ($684.6k - $1.4m),$1m,702.0
2436570,DRAGON QUEST BUILDERS,Square Enix,Survival,$733.2k ($448.6k - $1m),$1b,702.0
407840,Guardians of Orion (Phase 2),DANKIE,Survival,$744.9k ($480.1k - $1m),$2.5m,679.0
1150760,Gloomwood,New Blood Interactive,Survival,$2.4m ($1.6m - $3.3m),$67m,693.0
1574900,Salt 2: Shores of Gold,Lavaboots Studios,Survival,$870.1k ($546.8k - $1.1m),$2.2m,637.0
1253710,Garbage,GrabTheGames,Survival,$255.2k ($155.7k - $354.7k),$13.7m,550.0
3123830,Dread Tomb,Gamirror Games,Survival,$26.9k ($15.5k - $38.3k),$118.8m,546.0
1402020,SCP: Labrat,Bezbro Games,Survival,0,$7.9k,544.0
266430,Anarchy Arcade,Elijah Newman-Gomez,Survival,0,$0 ,515.0
388550,Galactic Missile Defense,Black Sheep Games,Survival,$1.3k ($693 - $2k),$1.3k,507.0
2846060,Subterror,Team Monumental,Survival,$88.5k ($54.6k - $122.5k),$104.2k,498.0
2902540,KUNKUN Defender,Seal,Survival,$47.8k ($30.1k - $65.5k),$112.8k,464.0
251570,7 Days to Die,The Fun Pimps Entertainment LLC,Tower Defense,$169.3m ($113.7m - $224.8m),$169.1m,124449.0
960090,Bloons TD 6,Ninja Kiwi,Tower Defense,$54m ($39.9m - $68m),$64.7m,53891.0
780310,The Riftbreaker,EXOR Studios,Tower Defense,$19.3m ($12.5m - $26m),$19.9m,21506.0
236110,Dungeon Defenders II,Chromatic Games,Tower Defense,$21.7m ($15.8m - $27.6m),$43.2m,18744.0
1566690,Outpost: Infinity Siege,Lightning Games,Tower Defense,$5.5m ($3.4m - $7.5m),$85.3m,17128.0
3590,Plants vs. Zombies GOTY Edition,"PopCap Games, Inc.",Tower Defense,$22m ($14.9m - $29m),$29m,16225.0
201790,Orcs Must Die! 2,Robot Entertainment,Tower Defense,$4.7m ($992k - $8.4m),$25.8m,15806.0
210770,Sanctum 2,Coffee Stain Publishing,Tower Defense,$3.1m ($1.5m - $4.7m),$592.7m,13560.0
65800,Dungeon Defenders,Chromatic Games,Tower Defense,$16.2m ($8.6m - $23.9m),$43.2m,12467.0
1035510,Ultimate Zombie Defense,Terror Dog Studio,Tower Defense,$437.5k ($223.5k - $651.4k),$752.4k,11800.0
489520,Minion Masters,BetaDwarf,Tower Defense,$5.9m ($3.7m - $8.2m),$7.4m,10160.0
2647230,HoloParade,holo Indie,Tower Defense,$406.7k ($236.6k - $576.8k),$1.3m,10106.0
562730,MechDefender - Tower Defense,Conglomerate 5,Tower Defense,$6.1k ($3.2k - $9k),$2.5m,9786.0
1202130,Starship Troopers: Terran Command,Slitherine Ltd.,Tower Defense,$9.5m ($6.5m - $12.5m),$97.4m,8089.0
2453360,Cluckmech Oasis,Mammorize,Tower Defense,$1.5m ($984.3k - $2.1m),$1.5m,7559.0
1637320,Dome Keeper,Raw Fury,Tower Defense,$13.5m ($8.4m - $18.5m),$99.5m,6487.0
469600,Legion TD 2 - Multiplayer Tower Defense,AutoAttack Games,Tower Defense,$10.1m ($7.5m - $12.6m),$10.1m,5751.0
543900,METAL GEAR SURVIVE,KONAMI,Tower Defense,$5m ($3.3m - $6.7m),$639.8m,5511.0
3226530,Tower Dominion,Parallel 45 Games,Tower Defense,$2.8m ($2m - $3.7m),$2.8m,5486.0
2273980,Orcs Must Die! Deathtrap,Robot Entertainment,Tower Defense,$2.9m ($2m - $3.8m),$25.8m,4894.0
2187290,Wall World,Alawar,Tower Defense,$2m ($1.3m - $2.6m),$13.3m,4566.0
1197260,The Perfect Tower II,Fire Sword Studios,Tower Defense,$1.1k ($821 - $1.4k),$1.1k,4891.0
1377380,Night of the Dead,Jackto Studios,Tower Defense,$9.3m ($6.7m - $11.9m),$9.3m,4406.0
1843760,Rogue Tower,Die of Death Games,Tower Defense,$4.8m ($3.2m - $6.5m),$4.8m,4276.0
1367550,Kingdom Rush Vengeance - Tower Defense,Ironhide Game Studio,Tower Defense,$8.7m ($5.5m - $11.8m),$28.7m,4085.0
1262240,Plants vs. Zombies: Battle for Neighborville,Electronic Arts,Tower Defense,$9.5m ($6.1m - $12.9m),$4.5b,3966.0
848480,Creeper World 4,Knuckle Cracker,Tower Defense,$5.6m ($3.3m - $7.9m),$9.1m,3779.0
496300,Kingdom: New Lands,Raw Fury,Tower Defense,$3.6m ($2.3m - $5m),$99.5m,3495.0
503770,Elven Assassin,Wenkly Studio Sp. z o.o.,Tower Defense,$275.6k ($151.6k - $399.5k),$580.7k,3489.0
280220,Creeper World 3: Arc Eternal,Knuckle Cracker,Tower Defense,$2.2m ($1.4m - $3m),$9.1m,3265.0
537200,Defense Of Greece TD,First Games Interactive,Tower Defense,$9.1k ($1.8k - $16.5k),$53.9k,2981.0
248390,Craft The World,Dekovir Ltd,Tower Defense,$6.9m ($5m - $8.9m),$6.9m,3243.0
2346410,Border Pioneer,Yogscast Games,Tower Defense,$1.5m ($945.4k - $2.1m),$37.9m,2750.0
357780,Defend Your Life: TD,Alda Games,Tower Defense,$72.3k ($41.8k - $102.9k),$975.3k,2587.0
444640,Bloons TD Battles,Ninja Kiwi,Tower Defense,$1.3m ($973.8k - $1.7m),$64.7m,2577.0
2821800,Drill Core,tinyBuild,Tower Defense,$2.1m ($1.4m - $2.8m),$179.6m,2523.0
1197570,Until We Die,Pixeye Games,Tower Defense,$1m ($594.4k - $1.5m),$1m,2318.0
937310,Infinitode 2 - Infinite Tower Defense,Prineside,Tower Defense,$12.5k ($7.2k - $17.8k),$12.5k,2184.0
343930,Fort Defense,8Floor,Tower Defense,$10.2k ($6.1k - $14.3k),$3.8m,2193.0
2277320,Necrosmith 2,Alawar,Tower Defense,$529.6k ($351.8k - $707.4k),$13.3m,2159.0
2411910,miniBONG,Game Star,Tower Defense,$179.6k ($119.5k - $239.6k),$816.4k,2016.0
1106530,GemCraft - Frostborn Wrath,Game in a Bottle,Tower Defense,$933k ($578k - $1.2m),$932.7k,2044.0
371460,Gnumz: Masters of Defense,8Floor,Tower Defense,$7.5k ($4k - $11k),$3.8m,2056.0
246420,Kingdom Rush  - Tower Defense,Ironhide Game Studio,Tower Defense,$4m ($2.9m - $5.2m),$28.7m,1950.0
816340,Kingdom Rush Origins - Tower Defense,Ironhide Game Studio,Tower Defense,$4.6m ($2.9m - $6.3m),$28.7m,2000.0
294750,Anomaly Defenders,11 bit studios,Tower Defense,$74.1k ($41.4k - $106.8k),$176.2m,1848.0
2224640,Artisan TD,Unexpected,Tower Defense,$788.8k ($554.5k - $1m),$2.7m,1701.0
91200,Anomaly: Warzone Earth,11 bit studios,Tower Defense,$1.7m ($343.7k - $3m),$176.2m,1793.0
688420,Bad North: Jotunn Edition,Raw Fury,Tower Defense,$4.7m ($3.1m - $6.3m),$99.5m,1770.0
450850,Cube Land Arena,SC Jogos,Tower Defense,$4.5k ($2.4k - $6.6k),$762.8k,1634.0
18500,Defense Grid: The Awakening,Hidden Path Entertainment,Tower Defense,$1.8m ($1.2m - $2.4m),$3.1m,1674.0
294020,Merchants of Kaidan,Forever Entertainment S. A.,Tower Defense,$346.1k ($172.2k - $519.9k),$4.5m,1694.0
523660,HYPERCHARGE: Unboxed,Digital Cybercherries,Tower Defense,$5m ($2.9m - $7m),$6.9m,1625.0
2562730,Samawa Idle,Samharia Studios,Tower Defense,$140.7k ($96.3k - $185.1k),$143.9k,1620.0
306020,Bloons TD 5,Ninja Kiwi,Tower Defense,$3.3m ($2.3m - $4.3m),$64.7m,1630.0
296490,GemCraft - Chasing Shadows,Armor Games Studios,Tower Defense,$883.6k ($580.8k - $1.1m),$20.7m,1601.0
423550,Day D: Tower Rush,8Floor,Tower Defense,$7.3k ($4.4k - $10.3k),$3.8m,1614.0
618610,Endless Horde,Ominous Entertainment,Tower Defense,$10.6k ($5.7k - $15.5k),$27.3k,1609.0
227860,Castle Story,Sauropod Studio,Tower Defense,$6m ($4.2m - $7.8m),$6m,1565.0
1018830,Element TD 2 - Tower Defense,Element Studios,Tower Defense,$2.7m ($1.6m - $3.9m),$3.4m,1490.0
328080,Rise to Ruins,SixtyGig Games,Tower Defense,$2.3m ($1.7m - $3m),$2.3m,1440.0
345330,Eden Rising,The Wall Productions Inc.,Tower Defense,$12.1k ($7.1k - $17.1k),$12.1k,1372.0
2459550,Emberward,Refic Games,Tower Defense,$2.2m ($1.4m - $2.9m),$2.2m,1348.0
1868000,Resist the succubus—The end of the female Knight,OTAKU Plan,Tower Defense,$568.7k ($397.4k - $739.9k),$8.4m,1256.0
204530,Infested Planet,Rocket Bear Games,Tower Defense,$868.9k ($558.4k - $1.1m),$869k,1252.0
1724770,Castle Of Alchemists,Team Machiavelli,Tower Defense,$282.2k ($197.6k - $366.7k),$282.2k,1193.0
1433420,Love n War: Hero by Chance,Reborn Entertainment,Tower Defense,$32.4k ($18.5k - $46.2k),$779.6k,1102.0
1482910,Idle Monster TD,Swell Games LLC,Tower Defense,$28.1k ($14.9k - $41.3k),$1.2m,1088.0
1975520,Astronomics,Numizmatic,Tower Defense,$418.1k ($295.5k - $540.7k),$424.2k,1004.0
243780,PixelJunk Monsters Ultimate,Double Eleven,Tower Defense,$357k ($145.8k - $568.1k),$684.8k,955.0
422900,Particle Fleet: Emergence,Knuckle Cracker,Tower Defense,$717.3k ($482.3k - $952.3k),$9.1m,927.0
541230,Alien Shooter TD,Sigma Team Inc.,Tower Defense,$100.2k ($60.2k - $140.2k),$2.4m,925.0
454870,Magic Quest,Stereo7 Games,Tower Defense,$4.1k ($2k - $6.2k),$32.4k,850.0
315460,Dig or Die,Gaddy Games,Tower Defense,$1.7m ($1.2m - $2.1m),$3.8m,842.0
371140,Aegis Defenders,Humble Games,Tower Defense,$825.7k ($357.6k - $1.2m),$202.5m,833.0
319760,Oh My Gore!,Daedalic Entertainment,Tower Defense,$22.5k ($12.5k - $32.6k),$159.9m,833.0
1983970,Affogato,Spiral Up Games,Tower Defense,$362.1k ($243.2k - $481k),$32.8m,827.0
878380,Touhou Big Big Battle,MyACG Studio,Tower Defense,$34.1k ($18.5k - $49.8k),$2.8m,787.0
1709900,Tower Tactics: Liberation,asraworks,Tower Defense,$701.3k ($446.6k - $956.1k),$714.7k,784.0
1713810,Lumencraft,Star Drifters,Tower Defense,$1.2m ($720.3k - $1.8m),$2.6m,774.0
989690,Conan Unconquered,Funcom,Tower Defense,$953.2k ($649.7k - $1.2m),$198.2m,755.0
40950,Stronghold HD (2012),Firefly Studios,Tower Defense,$1m ($588.7k - $1.4m),$45.4m,749.0
355800,Space Run Galaxy,Focus Entertainment,Tower Defense,$802k ($511.5k - $1m),$728.4m,712.0
254200,FortressCraft Evolved!,Digital Tribe,Tower Defense,$796.1k ($548.3k - $1m),$3.3m,715.0
